epoch,acc,loss,val_acc,val_loss
0,0.15126409703,4.05084207078,0.0979319667937,6.56337814742
1,0.353432943528,3.05406027503,0.279689088314,3.61685548354
2,0.420950514809,2.7442388105,0.339139213624,3.15823343151
3,0.453936239224,2.60652515808,0.361786881215,3.03139653641
4,0.476936144711,2.51526385971,0.378484737329,2.95878867504
5,0.493229077711,2.44422381962,0.400844510033,2.8575600587
6,0.506850950003,2.38577499067,0.416630702369,2.7830405793
7,0.51829758806,2.33659233676,0.419125785403,2.75120600515
8,0.528464676762,2.29238744689,0.42819444753,2.70459421137
9,0.537016333653,2.2527468538,0.442253275425,2.65346701639
10,0.54516813121,2.21640942526,0.447675281027,2.62245296135
11,0.553069350544,2.18168690009,0.455832279001,2.58924280964
12,0.559920272757,2.14916643903,0.460678495798,2.55238720972
13,0.566062111191,2.11870135703,0.468499618017,2.51782318055
14,0.572486517032,2.08918049685,0.475121180866,2.49073882008
15,0.579289455835,2.06123985602,0.475840916604,2.48741917288
16,0.585015440667,2.03435988887,0.48011134614,2.47588603845
17,0.590496178004,2.00823019543,0.486588962184,2.44897307604
18,0.597549695695,1.98248423686,0.490667461504,2.43946473376
19,0.603398303875,1.95733937976,0.490331585448,2.42975370656
20,0.609113625739,1.93346436068,0.49484192546,2.41757997182
21,0.614130526442,1.91008194457,0.494410085261,2.41147838808
22,0.61944598923,1.88731385101,0.501703400886,2.39742462049
23,0.625630479298,1.86465207331,0.495945518542,2.4232255787
24,0.63037547623,1.84297247761,0.500359895548,2.41624468422
25,0.635147130636,1.82285768947,0.499832089705,2.42361060127
26,0.640190688896,1.80296387267,0.501511471763,2.41759435642
27,0.645106291573,1.7820605006,0.499160335834,2.44804583667
28,0.649622035839,1.76502290919,0.502135241878,2.43450752146
29,0.654084465396,1.74563342374,0.495897536846,2.46589968372
30,0.657864468444,1.72911460453,0.503478748332,2.43892838172
31,0.662497504349,1.71167443246,0.500839718151,2.4687484476
32,0.66620286705,1.69519464768,0.501271559851,2.46665822399
33,0.670825239921,1.67978127077,0.502998923584,2.47150437817
34,0.675138388992,1.6635772181,0.503430765628,2.47783998246
35,0.677569533098,1.64852911519,0.502279189927,2.48335259043
36,0.681861355888,1.63355758187,0.50319085275,2.49238225706
37,0.685369454829,1.61943641824,0.502135243509,2.50391912453
38,0.689570643113,1.60417576242,0.501031647981,2.51675531741
39,0.693089404071,1.59032221526,0.501559454403,2.52729122521
40,0.696912059284,1.57765022381,0.498008761356,2.5533145959
41,0.699753725748,1.56305745031,0.49791279599,2.55963045088
42,0.704045548975,1.55017843778,0.49920831841,2.55098836345
43,0.707313732023,1.53855384562,0.49762490221,2.57264512435
44,0.710704538559,1.52621012362,0.497768848843,2.5913579917
45,0.714004710459,1.51376399293,0.498776478404,2.60645576457
46,0.717571454966,1.50203569099,0.496521309042,2.61474538584
47,0.71987464485,1.48945617316,0.495513678622,2.62350025713
48,0.722801614611,1.47983517132,0.496857184347,2.62644368979
49,0.725925848033,1.46877889866,0.495369731196,2.63268382108
50,0.728282352514,1.45809722033,0.493066578529,2.65577713682
51,0.731294625867,1.44797193405,0.495513678515,2.6567199758
52,0.73541584223,1.43710153726,0.494218155087,2.67859652167
53,0.738737339699,1.42528095758,0.495177802459,2.69510664213
54,0.740176833177,1.41549222384,0.497720866439,2.69898696934
55,0.741355085273,1.40706348862,0.49772086601,2.70580691838
56,0.745065779412,1.39710908883,0.498152707024,2.71666031267
57,0.746835823085,1.38910165878,0.494074207296,2.74198048578
58,0.750194640613,1.37591336804,0.495705607144,2.73073200428
59,0.752060651063,1.3694185763,0.495609642444,2.73657178836
60,0.755664715651,1.35815064419,0.497001130465,2.75206086607
61,0.759071516812,1.3482783215,0.494889908271,2.77601302465
62,0.760820235002,1.33878634176,0.497816830796,2.78740535614
63,0.762201082219,1.33366922167,0.497480954655,2.78446740301
64,0.765319984651,1.32277581565,0.494122190129,2.81910626219
65,0.768326926296,1.31351364181,0.494841925181,2.81897599541
66,0.77037953697,1.30419032531,0.49493789001,2.8173600271
67,0.771104615745,1.29732995297,0.494122190644,2.83325488025
68,0.773653051563,1.29008194604,0.493978242982,2.84895852615
69,0.775833617994,1.28261733349,0.492730702945,2.85067157977
70,0.778328739405,1.27236443231,0.495081838016,2.86452831449
71,0.778318076745,1.27233897953,0.493258508102,2.90450236841
72,0.782561916338,1.25764764743,0.494362103029,2.88230917693
73,0.785664824292,1.24951790162,0.498392619558,2.88621591128
74,0.786693795829,1.24186178794,0.497912795454,2.8823027815
75,0.788362541387,1.23429107665,0.495705608431,2.91564399008
76,0.790377831952,1.22694115076,0.496953147803,2.93336711118
77,0.792691684553,1.21827853423,0.495273766345,2.93375719628
78,0.794994873882,1.21134199029,0.496809200548,2.95055317258
79,0.796466356301,1.20509690895,0.496809201171,2.96376931964
80,0.79875888249,1.19820713048,0.493258507694,2.98657695863
81,0.79994246556,1.19189942526,0.496905166708,2.97382809815
82,0.801472593616,1.18303587642,0.493834295598,3.00854987547
83,0.804148984896,1.17556343988,0.495273766002,2.99999210564
84,0.804730113903,1.17170417832,0.497049112667,3.01540741224
85,0.806644107089,1.16361247803,0.49575358957,3.03478204186
86,0.809384475953,1.15646569789,0.492634737879,3.04904256104
87,0.810290823245,1.15211477277,0.492586756634,3.06208273389
88,0.812887242275,1.14409170738,0.496521308505,3.05671861804
89,0.813415057168,1.13794991729,0.495033855205,3.09169566928
90,0.815840869599,1.13218427823,0.491243249399,3.09870551108
91,0.818218699576,1.12509173096,0.494841925245,3.10356311556
92,0.818639884789,1.11908981616,0.492298861674,3.11076851567
93,0.820223327208,1.11381797053,0.491531144411,3.13206199442
94,0.822611820017,1.10658685967,0.488556238422,3.14602766813
95,0.824744402325,1.10014226646,0.493162543186,3.13761847459
96,0.825288211239,1.09468709898,0.493114561233,3.17522283556
97,0.826242541667,1.08956941803,0.491003337946,3.16858427218
98,0.827996591342,1.08219742696,0.493690349652,3.18693228171
99,0.830454392488,1.07490017113,0.492778684105,3.19689913734
